number,title,classification,timestamp
34312,Report 34312: Couple relate possible sighting on their back deck and unexplained activity while camping near Hart,Class B,2006-08-15T12:00:00Z
34990,Report 34990: Family members describe possible nighttime vocalizations heard over the years near Prescott,Class B,2001-07-15T12:00:00Z
35224,Report 35224: Possible sighting and vocalizations heard by a young man near Hillman,Class B,2009-06-15T12:00:00Z
35437,Report 35437: Family reports possible vocalizations and unexplained activity near Mecosta,Class B,2012-05-14T12:00:00Z
35671,Report 35671: Bow hunter remembers possible intimidation behavior near Grand Rapids.,Class B,1979-10-01T12:00:00Z
35753,Report 35753: Gentleman walking his dog at dusk describes possible encounter and print near St. Joseph.,Class B,2012-06-10T12:00:00Z
35868,Report 35868: Retired police officer describes possible nighttime sighting near Monroe.,Class B,2009-09-15T12:00:00Z
36355,Report 36355: Possible paralleling described and tall figure seen at night south of Mt. Pleasant,Class B,2012-06-15T12:00:00Z
37448,Report 37448: Hunter recalls a possible encounter during deer season near St. Helen,Class B,1968-11-15T12:00:00Z
37652,Report 37652: Possible nighttime activity while camping and a chimp-like animal seen lifeless in the road near New Era,Class B,2000-06-15T12:00:00Z
37797,Report 37797: Description of several strange encounters along Sleeping Bear Dunes National Shoreline,Class B,2010-08-01T12:00:00Z
38902,Report 38902: Hunters come across an unknown track line with an incredible stride near Tower,Class B,2013-01-08T12:00:00Z
38946,Report 38946: Recollection of a possible road crossing at dusk near Roscommon,Class B,2013-02-05T12:00:00Z
39578,Report 39578: Snowmobiler observes a large figure cross the trail behind him near Traverse City,Class B,2012-12-26T12:00:00Z
39785,Report 39785: Hunter hears unknown screams after shooting a deer near Jackson,Class B,2011-11-19T12:00:00Z
40106,Report 40106: Possible daylight sighting by a motorist near Mio.,Class B,2013-03-12T12:00:00Z
40223,Report 40223: Memory told of a possible nighttime sighting by a teenager snowmobiling south of Houghton Lake,Class B,2013-04-06T12:00:00Z
41770,Report 41770: Huge rocks thrown at night fishermen on Jewell Lake,Class B,2013-07-31T12:00:00Z
42056,Report 42056: Possible activity at a cabin outside Traverse City,Class B,2013-09-02T12:00:00Z
42226,"Report 42226: Multiple interactions involving a possible road crossing, vocalizations and paralleling experienced by a hunter/homeowner near the Rogue River Game Area",Class B,2013-11-15T12:00:00Z
43145,Report 43145: Possible sighting by a motorist avoiding deer west of Escanaba,Class B,2005-10-22T12:00:00Z
43519,Report 43519: Night fishermen startled while in their boat at Tippy Dam Campground,Class B,2012-04-05T12:00:00Z
43889,Report 43889: Hunter has unnerving experience at Bear Den Lake NE of Gaylord,Class B,2012-03-15T12:00:00Z
44387,Report 44387: Possible early evening sighting at a cemetery outside Escanaba,Class B,2001-07-16T12:00:00Z
44437,Report 44437: Possible daytime road crossing within the Sylvania Wilderness Area,Class B,2012-07-15T12:00:00Z
45976,Report 45976: Trucker recounts possible early morning experience while making a delivery outside Spring Arbor,Class B,2000-09-01T12:00:00Z
46534,Report 46534: Possible late afternoon road crossing north of Ransom,Class B,2014-09-05T12:00:00Z
47439,Report 47439: Fishermen have possible daytime encounter near Escanaba,Class B,2014-04-23T12:00:00Z
48073,Report 48073: Fisherman sees tall figure with orange eyeshine leaving the Menominee River near Norway,Class B,2013-07-13T12:00:00Z
49621,Report 49621: Teen recounts possible encounter while walking in a Lansing city park,Class B,2015-04-01T12:00:00Z
55541,Report 55541: Motorist has a possible daylight sighting just north of South Branch,Class B,2016-09-06T12:00:00Z
55573,Report 55573: Long term possible Sasquatch interactions on a farm near New Era beginning in the mid 1970's,Class B,1976-06-15T12:00:00Z
9796,Report 9796: Man recalls multiple witness incident as a teenager camping south of Cloquet,Class B,1977-09-03T12:00:00Z
10620,Report 10620: Footprints found in the snow in Red Lake.,Class B,2005-02-06T12:00:00Z
14493,"Report 14493: Teen has a daylight encounter while hunting near Big Lake, Bemidji",Class B,1983-11-23T12:00:00Z
14942,Report 14942: County workers find possible footprints near Bena,Class B,2006-06-06T12:00:00Z
17545,Report 17545: Possible nighttime sighting by motorist near Ball Club,Class B,2006-06-20T12:00:00Z
17900,Report 17900: Possible daylight sighting by motorist on a gravel road south of Sturgeon Lake,Class B,2007-02-23T12:00:00Z
18221,Report 18221: Snowmobilers find several sets of large tracks on the Gun Flint Trail (w/photos),Class B,2007-03-11T12:00:00Z
19655,Report 19655: Possible vocalizations south of Sturgeon Lake.,Class B,2007-06-10T12:00:00Z
23367,Report 23367: Hunter has a close but brief encounter in a hazelnut bog near Middle River,Class B,1978-11-04T12:00:00Z
24089,Report 24089: Witness hears loud screams and foot steps while camping near Laporte,Class B,2008-06-21T12:00:00Z
24426,Report 24426: Local people record strange primate vocalizations in remote woods north of Nimrod (w/ recordings),Class B,2008-08-11T12:00:00Z
24794,Report 24794: Man tells of a possible nighttime encounter while burning garbage near Long Prairie,Class B,1989-04-22T12:00:00Z
27028,Report 27028: A man is woken by a whoop near his home and a few months later sees an upright creature run past his barn,Class B,2004-06-01T12:00:00Z
27676,Report 27676: Possible brief sighting by a motorist outside Mountain Iron,Class B,2009-10-18T12:00:00Z
28935,Report 28935: Airman recalls diverse encounters on excursion into Boundary Waters Canoe Area Wilderness,Class B,1986-05-17T12:00:00Z
29435,Report 29435: Woman and friend watch a tall animal walk oddly across a mine hill in Calumet,Class B,2009-07-11T12:00:00Z
33137,Report 33137: Husband and wife have bedtime visitors at their window near Emily,Class B,1978-09-01T12:00:00Z
35281,Report 35281: Unknown nighttime visitor at a campsite on Lake Jeannette,Class B,2011-08-22T12:00:00Z
40293,Report 40293: Cabin owner discovers possible footprint trail across lake and onto property near Bigfork,Class B,2013-03-03T12:00:00Z
40316,Report 40316: Memory told of a possible encounter while coon hunting near Houston,Class B,1975-10-01T12:00:00Z
42295,Report 42295: Possible encounter makes campers leave Lake Jeanette campground near Orr,Class B,2013-06-28T12:00:00Z
42596,Report 42596: Possible daybreak sighting by a motorist in farm country north of Badger,Class B,2013-04-09T12:00:00Z
43973,Report 43973: Canoers report a rock throw and possible grunts near Grand Marais,Class B,2013-08-18T12:00:00Z
44793,Report 44793: US Forest Service employee unnerved by possible vocalizations near Lydick Lake,Class B,2011-08-11T12:00:00Z
45911,Report 45911: Family experiences possible activity outside their home near Bemidji,Class B,2014-07-15T12:00:00Z
46817,Report 46817: Hunter scouting locations has a possible encounter near Buhl,Class B,2014-10-23T12:00:00Z
48930,Report 48930: Strange incident while taking photos in the Lost Forty SNA,Class B,2015-06-03T12:00:00Z
49518,Report 49518: Biped sighted crossing road at night near Lake Bemidji,Class B,2013-12-18T12:00:00Z
717,Report 717: Unusual shadow seen through window near Branson. Large footprints found the next morning,Class B,1981-08-01T12:00:00Z
1100,Report 1100: Two fisherman run from a large screaming creature in the woods near Highway 7,Class B,1983-05-15T12:00:00Z
1115,Report 1115: Hair raising screams heard in the forest behind a four acre rye field.,Class B,1954-06-30T12:00:00Z
1116,Report 1116: Hunters heard two highpitched screams.,Class B,1998-11-20T12:00:00Z
1132,Report 1132: Witness noticed creature was human shaped.,Class B,1976-09-01T12:00:00Z
2451,Report 2451: Three-toed print found while cutting firewood,Class B,1986-05-31T12:00:00Z
3667,Report 3667: Eerie vocals in the forests of Karlin.,Class B,2001-07-20T12:00:00Z
4116,Report 4116: Woman hears nighttime screams near Polk.,Class B,2000-04-21T12:00:00Z
5059,Report 5059: Family hears strange screams off Highway 54,Class B,1973-04-04T12:00:00Z
5064,Report 5064: Driver has early morning sighting near bridge over Hog Creek.,Class B,1990-10-19T12:00:00Z
5123,"Report 5123: Loud calls, rock/boulder throwing disturbs campers",Class B,2004-11-19T12:00:00Z
6656,Report 6656: Teenagers observe animal hiding behind trees in yard near Cape Fair.,Class B,2004-11-21T12:00:00Z
6775,Report 6775: Child has daylight sighting along Meramec River,Class B,2004-12-05T12:00:00Z
10445,Report 10445: Motorist has daylight sighting near Eureka,Class B,2004-07-01T12:00:00Z
11453,Report 11453: Vocalizations and wood knocking in Mark Twain National Forest.,Class B,2005-04-15T12:00:00Z
11823,Report 11823: ATV'ers have daylight sighting near Hematite.,Class B,1989-01-14T12:00:00Z
12054,Report 12054: Teenagers find footprint near Daugherty,Class B,1983-10-15T12:00:00Z
14150,Report 14150: Possible mid-day sighting by motorist on Hwy 465 outside Branson,Class B,2006-03-17T12:00:00Z
14467,Report 14467: Pre-dawn road-crossing sighting by motorists outside Oronogo,Class B,2008-01-22T12:00:00Z
15236,Report 15236: Possible vocalizations heard by campers on the Current River,Class B,2006-06-18T12:00:00Z
20677,Report 20677: Resident describes possible vocalizations near Robertsville.,Class B,2002-10-09T12:00:00Z
21660,Report 21660: Woman describes childhood incidents -- possible tracks and vocalization near outside rural home near St.James/Rolla,Class B,2007-01-09T12:00:00Z
24102,Report 24102: Recollections of numerous encounters at a logging camp during the Great Depression,Class B,1932-01-01T12:00:00Z
24767,Report 24767: Motorist recalls possible early morning sighting north of Mt. Vernon,Class B,1991-11-15T12:00:00Z
25026,Report 25026: Possible late night sighting across the road from a house near Kirbyville,Class B,2009-03-09T12:00:00Z
25874,Report 25874: Possible late night encounter by canoeists on Flat Creek near Piney Creek Wilderness,Class B,2008-07-04T12:00:00Z
26306,Report 26306: Possible nighttime encounter at a rural home near the village of Jane,Class B,2009-09-25T12:00:00Z
26694,Report 26694: Possible nighttime encounter while camping near Potosi,Class B,2009-09-24T12:00:00Z
26919,Report 26919: Early A.M. sighting returning home from family event,Class B,2009-11-24T12:00:00Z
27023,Report 27023: Huge animal screams and circles campsite at Finger Lake Park,Class B,2004-07-13T12:00:00Z
27261,Report 27261: Couple witness rocks thrown and possible vocalizations between two animals on either side of a fishing dock near Williamsville,Class B,2007-11-18T12:00:00Z
27341,Report 27341: Childhood memory of a figure filling the window of her home near Evening Shade,Class B,1977-03-15T12:00:00Z
27800,Report 27800: Large unknown animal on all fours seen crossing a road near Patterson,Class B,2010-05-25T12:00:00Z
30159,Report 30159: Recollection of a possible nighttime encounter on a four-wheeler near Sullivan,Class B,1989-11-18T12:00:00Z
33872,Report 33872: Grandmother has a possible night time sighting from her home in the city of Nevada,Class B,2012-02-22T12:00:00Z
36407,Report 36407: Mother & daughter hear possible vocalizations outside a home near Richland,Class B,2012-09-04T12:00:00Z
38339,Report 38339: Possible nighttime activity at a rural home near Rayville,Class B,2012-11-15T12:00:00Z
39615,Report 39615: Homeowner awakens to something messing with rabbit cage and sees a tall dark figure near Brixey,Class B,2007-11-15T12:00:00Z
39835,Report 39835: Man running his coon dogs at night sees a large figure near Grain Valley,Class B,2013-02-12T12:00:00Z
40015,Report 40015: Driver has possible early morning sighting near Fort Scott,Class B,2012-10-24T12:00:00Z
40548,Report 40548: Motorist has a possible sighting on a rainy night near Schell City,Class B,2012-09-21T12:00:00Z
41195,Report 41195: Woman hears possible vocalizations in the James A. Reed Memorial Wildlife Area,Class B,2013-05-19T12:00:00Z
46676,Report 46676: Soldier reports possible vocalizations during a morning group run at Fort Leonard Wood,Class B,2014-10-01T12:00:00Z
48156,Report 48156: Duck hunter recalls hearing possible vocalizations from three individuals on Stockton Lake,Class B,1978-12-13T12:00:00Z
48339,Report 48339: Dark figure crosses the road at night in front of motorist near High Ridge,Class B,2015-02-15T12:00:00Z
48530,Report 48530: Brothers observe tall animal during early morning visit to hunting area near Lineville,Class B,2015-04-24T12:00:00Z
48655,Report 48655: Recollection of seeing a huge bipedal shadow while camping that steals food near Steelville,Class B,1997-08-15T12:00:00Z
49971,Report 49971: Possible whoops heard while stargazing near Van Buren,Class B,2015-10-11T12:00:00Z
50534,Report 50534: Memory told of rocks thrown as two friends attempt to climb steep hill at Lake of the Ozarks,Class B,1973-07-01T12:00:00Z
50717,Report 50717: Man recalls primate-like vocalization and rocks thrown at a fishing area in the Rvierside Conservation Area,Class B,2010-06-01T12:00:00Z
51882,Report 51882: Night fisherman intimidated by large rock thrown into water near Monkey Mountain,Class B,2016-05-05T12:00:00Z
55225,Report 55225: Memory told of seeing an unknown creature climbing a tree while driving between Marionville and Aurora,Class B,1997-11-12T12:00:00Z
2376,Report 2376: Young couple encounter a rancid smell,Class B,2001-09-08T12:00:00Z
8429,Report 8429: Afternoon sighting by mother and daughter in Honey Island Swamp,Class B,1997-10-12T12:00:00Z
13347,Report 13347: Possible daylight sighting by boy near Meridian,Class B,1981-08-15T12:00:00Z
35789,Report 35789: Possible wood knocks heard by a photographer near Quitman,Class B,2010-10-21T12:00:00Z
39764,Report 39764: Possible night screams heard near Burnsville,Class B,2013-02-16T12:00:00Z
562,Report 562: Hunting party reports frightening vocalization,Class B,1990-11-10T12:00:00Z
1518,"Report 1518: Campers hear something ""running"" through camp & find very large footprints",Class B,1994-09-30T12:00:00Z
1533,Report 1533: Motorist & passenger see white creature standing off I-15,Class B,1981-12-20T12:00:00Z
1757,Report 1757: Two separate sets of large footprints found,Class B,1988-12-15T12:00:00Z
10260,Report 10260: Four climbers report repeated vocalizations,Class B,1978-07-04T12:00:00Z
10357,Report 10357: Two men report powerful vocalizations behind neighborhood,Class B,2005-01-23T12:00:00Z
12636,Report 12636: Video taken of running biped near Avalanche in Glacier National Park,Class B,2003-06-18T12:00:00Z
21907,Report 21907: Possible sighting and wood knocks heard near Swan Lake,Class B,2010-03-20T12:00:00Z
30384,Report 30384: Cousins view a large biped figure on opening day near Virginia City,Class B,1978-10-21T12:00:00Z
34024,Report 34024: After exploring old gold mines a rock is thrown at a moving vehicle near Georgetown,Class B,2010-10-22T12:00:00Z
36008,Report 36008: Photograph taken of a figure sitting by a creek outside Red Lodge,Class B,2012-06-30T12:00:00Z
36727,Report 36727: Biologist observes a biped on a ridge outside Missoula,Class B,2006-09-13T12:00:00Z
36759,Report 36759: Deer hunter on the Flathead Indian Reservation passes a tall biped on the roadside,Class B,2012-09-16T12:00:00Z
37974,Report 37974: Elk hunter finds large bi-pedal tracks on Mount Baldy,Class B,2012-11-24T12:00:00Z
40412,Report 40412: Morning hike turns a veterinarian and her family into believers near Missoula,Class B,2012-07-20T12:00:00Z
41782,Report 41782: Man-like figure seen running along a tree-line off Hwy. 12 near Checkerboard,Class B,2012-12-02T12:00:00Z
50297,Report 50297: Horse boarder hears possible vocalizations late at night west of Belgrade,Class B,2015-11-26T12:00:00Z
450,Report 450: Possible vocalizations heard by campers on the Blueridge Parkway,Class B,2000-09-09T12:00:00Z
2054,"Report 2054: Tracks found before Christmas, near Hendersonville",Class B,2000-12-19T12:00:00Z
2149,Report 2149: Park Rangers and residents of Glendale Springs observe large footprints in deep snow,Class B,1987-03-22T12:00:00Z
3270,Report 3270: Two experienced campers hear vocalizations unlike any thay are familiar with,Class B,2001-10-20T12:00:00Z
3331,"Report 3331: While out trout fishing, father and son come across one big footprint in the sand",Class B,1998-09-09T12:00:00Z
3334,"Report 3334: Man hits 7 foot tall, reddish-brown creature with his car, then is pursued by the creature",Class B,1987-07-15T12:00:00Z
3336,Report 3336: Person awakes to a 'howling' or 'wailing' sound just outside the house; he compares the sound to a recorded howl of a bigfoot,Class B,1998-03-31T12:00:00Z
3338,"Report 3338: Long trail of 13"" long human-like footprints found in deep snow and rough terrain",Class B,1998-01-05T12:00:00Z
3339,Report 3339: Deep impressions seen in the snow,Class B,1988-03-15T12:00:00Z
4763,Report 4763: Hikers find footprint in Great Smoky Mountains National Park.,Class B,1975-07-12T12:00:00Z
6960,Report 6960: Early morning vocalizations heard near Rainbow Creek,Class B,1968-10-16T12:00:00Z
9212,Report 9212: Rural residents disturbed by nighttime activity near Buffalo Creek,Class B,2004-05-12T12:00:00Z
9218,"Report 9218: Just after sundown, driver has sighting close to Carter Mountain",Class B,1986-09-16T12:00:00Z
10776,Report 10776: Mother and daughter find footprints in their front yard in Pilot Mountain.,Class B,1999-01-16T12:00:00Z
12333,Report 12333: Possible vocalization in the Blue Ridge Mountains,Class B,2005-07-02T12:00:00Z
12640,Report 12640: Possible vocalization in Great Smoky Mountain National Park,Class B,2005-12-02T12:00:00Z
13378,"Report 13378: Menacing commotion at night, tracks in snow the next morning, out Yadkinville",Class B,1976-12-12T12:00:00Z
14075,Report 14075: Camper describes possible vocalization and rock throwing outside Franklin.,Class B,2002-12-07T12:00:00Z
15520,Report 15520: Possible vocalizations heard periodically over the years outside Lexington,Class B,1998-11-15T12:00:00Z
15554,Report 15554: Man describes his wife's observation of a very tall figure outside their home near King's Mountain,Class B,2006-08-17T12:00:00Z
18680,"Report 18680: Soldier on maneuvers finds large, human-like footprints at Fort Bragg",Class B,1989-08-09T12:00:00Z
18943,Report 18943: Possible pre-dawn approach to property outside Winston-Salem,Class B,2007-05-03T12:00:00Z
19015,Report 19015: Possible vocalization and approach to tents reported by campers on private land near Pilot Mountain,Class B,2007-05-10T12:00:00Z
24264,Report 24264: Possible howls heard in the Three Top Mountain area,Class B,2008-07-21T12:00:00Z
26013,Report 26013: Deer hunter finds possible footprint near Ellerbe,Class B,2008-10-18T12:00:00Z
27906,Report 27906: Unknown early morning visitor heard by a youth leader in the Uwharrie National Forest,Class B,2010-12-04T12:00:00Z
28381,Report 28381: Campers hear multiple whooping sounds at Linville Falls,Class B,2011-06-17T12:00:00Z
32447,Report 32447: Possible vocal interaction with children playing at dusk near Hot Springs,Class B,2012-01-22T12:00:00Z
33358,Report 33358: Military officer recalls possible daylight sighting while driving in the Croatan National Forest,Class B,1977-05-21T12:00:00Z
41040,Report 41040: Campers awakened by heavy bipedal footsteps in Uwharrie National Forest,Class B,2011-10-24T12:00:00Z
41506,Report 41506: Fisherman reports possible sightings and activity around Lake James,Class B,2013-06-26T12:00:00Z
42580,Report 42580: Motorists have a possible late night sighting outside Seagrove,Class B,2012-08-17T12:00:00Z
43204,Report 43204: Possible early evening sighting while driving by a vineyard near Taylorsville,Class B,2013-10-18T12:00:00Z
47026,Report 47026: Camper is subjected to possible intimidation behavior in the Uwharrie National Forest,Class B,2014-11-08T12:00:00Z
49148,Report 49148: Appalachian Trail Hikers find possible tracks and hear a late night howl near Franklin,Class B,2015-06-29T12:00:00Z
49906,Report 49906: Morning hiker hears possible knocks and strange vocals in the Uwharrie National Forest,Class B,2015-09-24T12:00:00Z
50074,Report 50074: Possible encounter scares a camper from his hammock while in the Uwharrie National Forest,Class B,2015-10-25T12:00:00Z
8130,Report 8130: Tribal government employee photographs line of tracks in snow,Class B,2004-02-26T12:00:00Z
6410,"Report 6410: Multiple witness sighting at night, 3 miles east of Mead, Nebraska",Class B,1979-07-04T12:00:00Z
16432,Report 16432: Possilble daylight sighting by hikers (at 300-400 yds.) in Chadron State Park,Class B,2006-10-29T12:00:00Z
22577,Report 22577: Three witnesses encounter a large creature while walking down a gravel road outside South Sioux City,Class B,1998-09-15T12:00:00Z
23046,Report 23046: Three witnesses observe large creature run in front of them while parked in Red Cloud State Park,Class B,2003-09-15T12:00:00Z
28090,Report 28090: Motorist has possible night time sighting near Dorchester,Class B,1997-10-15T12:00:00Z
1975,Report 1975: Couples hears late night scream in Loudon,Class B,2001-01-10T12:00:00Z
9313,Report 9313: Vocalizations heard near Rockingham,Class B,2004-09-12T12:00:00Z
48354,Report 48354: Woman recalls scary night while at a Girl Scout campground in Bear Brook State Park,Class B,1970-10-31T12:00:00Z
48403,Report 48403: Farmer hears possible nighttime vocalizations outside Errol,Class B,2014-09-15T12:00:00Z
10249,"Report 10249: Night time sighting in Wharton State Forest, within five miles of Batsto",Class B,2005-12-23T12:00:00Z
12825,Report 12825: Possible vocalizations heard in undeveloped section of Ocean County,Class B,2005-11-13T12:00:00Z
13276,Report 13276: Motorist has nightime sighting near Harmony,Class B,2005-12-21T12:00:00Z
13310,Report 13310: Possible sighting near Supawna Meadows National Wildlife Refuge,Class B,2006-02-01T12:00:00Z
14232,Report 14232: Possible Nightime Encounter In Wharton State Forest,Class B,2006-04-07T12:00:00Z
15062,Report 15062: Possible intimidation in the Pine Barrens,Class B,2006-07-27T12:00:00Z
16248,Report 16248: Possible vocalization heard by fisherman at Monksville Reservoir,Class B,2007-01-15T12:00:00Z
16486,Report 16486: Man recalls incident during childhood -- possible vocalizaitons near Split Rock Reservoir Dam,Class B,2007-02-01T12:00:00Z
16604,Report 16604: Possible sighting by motorist at dusk outside Livingston,Class B,2006-12-17T12:00:00Z
20608,Report 20608: Late night vocalization heard by fishermen north of Flemington,Class B,2008-09-04T12:00:00Z
21977,Report 21977: Possible Wood Knock Interaction at Wildcat Ridge near Rockaway,Class B,2007-11-09T12:00:00Z
22192,Report 22192: Possible screams and stalking heard by seven campers out Newton,Class B,1995-02-01T12:00:00Z
24738,Report 24738: Man recalls incident years before among homes near Brick,Class B,2009-01-25T12:00:00Z
24928,Report 24928: Possible wood knocks heard near Hibernia Bat Cave/Wildcat Ridge in Rockaway,Class B,2009-10-30T12:00:00Z
34572,Report 34572: Man recalls hearing strange howls while camping in High Point State Park,Class B,1990-06-15T12:00:00Z
38762,Report 38762: Woman recalls seeing something strange cross the road while driving at dusk near Ringwood,Class B,1979-08-15T12:00:00Z
39329,Report 39329: Trio remember observing a tall biped figure by a golf course in Vernon,Class B,2015-10-02T12:00:00Z
39639,Report 39639: Campers retreat to their vehicles due to a loud unknown vocalization near High Point State Park,Class B,1991-07-01T12:00:00Z
45647,Report 45647: Memory told of a possible encounter while camping with Girl Scouts in the Pine Barrens,Class B,2053-06-24T12:00:00Z
45903,Report 45903: Camper has nightime intimidation encounter in the Pine Barrens,Class B,2013-05-18T12:00:00Z
48988,Report 48988: Possible daylight sighting by a young girl catching frogs at Pleasant Acres Campground,Class B,2016-03-05T12:00:00Z
49096,Report 49096: Campers have possible encounter while staying in High Point State Park,Class B,2015-06-23T12:00:00Z
49883,Report 49883: Recollection of a possible late night stalking on Waterloo Road in Allamuchy,Class B,2015-10-02T12:00:00Z
55961,Report 55961: Men see upright creature walking in front of a home at dusk near Ocean City,Class B,2016-11-16T12:00:00Z
4904,Report 4904: Professor and students discover series of large footprints crossing high mountain trail,Class B,2000-05-17T12:00:00Z
10126,Report 10126: Possible night time sighting by a resident in the Carrizo neighborhood of Mescalero IR,Class B,2004-06-02T12:00:00Z
11976,Report 11976: Vocalizations heard near Dulce,Class B,2005-06-21T12:00:00Z
11992,Report 11992: Late night vocalizations heard near Dulce,Class B,2005-06-26T12:00:00Z
12271,"Report 12271: Possible visitation at a camp, 10 miles northeast of Whiskey Lake.",Class B,2005-08-06T12:00:00Z
12418,Report 12418: Various sounds heard during the BFRO's Jemez Mts. expedition.,Class B,2005-08-11T12:00:00Z
12915,Report 12915: Zoologist hears wood knocking.,Class B,2005-10-11T12:00:00Z
16207,"Report 16207: Possible vocalizations, knocks heard by hunters in the Gallegos peak area",Class B,2006-10-02T12:00:00Z
20011,Report 20011: Hunters experience powerfull knocks on camper and hear vocalizations outside Jicarilla Indian Reservation,Class B,1982-01-11T12:00:00Z
23585,"Report 23585: Mescalero Reservation resident sees silhouetted figure swaying at window, large footprints outside house",Class B,2008-03-12T12:00:00Z
5692,Report 5692: Father and son hear vocalizations on Peavine Mt,Class B,1970-09-01T12:00:00Z
5770,Report 5770: Four feral dogs chase sasquatch,Class B,1972-08-25T12:00:00Z
20780,Report 20780: Hikers spot a dark figure walking on a snowy mountainside near Winnemucca,Class B,2005-02-15T12:00:00Z
7514,Report 7514: Video footage shot at dusk shows a primate in a tree in the background.,Class B,1997-05-23T12:00:00Z
7872,Report 7872: Camper hears strange screams at Indian Lake,Class B,1999-05-28T12:00:00Z
7890,Report 7890: Two hunters experience vocalizations and encounter very large unknown animal,Class B,2001-01-01T12:00:00Z
7939,"Report 7939: Powerful vocalizations heard near town of Albion, NY",Class B,2002-08-22T12:00:00Z
8905,Report 8905: Three men have a late night encounter with a bi-pedal figure,Class B,2005-07-27T12:00:00Z
11089,"Report 11089: Two young boys experience powerful, high-pitched vocalization",Class B,1992-05-01T12:00:00Z
11630,Report 11630: Dusk and evening sightings around Stissing Mountain,Class B,1985-05-01T12:00:00Z
11956,"Report 11956: Unusual events at remote family cabin near Keene Valley, NY",Class B,2005-12-28T12:00:00Z
14035,Report 14035: Possible night time sighitng  by motorist on Chazy Lake Road outside Saranac,Class B,2005-02-15T12:00:00Z
14373,Report 14373: Possible daylight stalking and knocking heard by hunter near Deposit,Class B,2005-10-01T12:00:00Z
15144,"Report 15144: Possible red eyeshine in woods near Garrison, New York",Class B,2004-09-20T12:00:00Z
15191,Report 15191: Possible daylight sighting by motorist near Minerva,Class B,2006-07-10T12:00:00Z
15398,Report 15398: Possible tracks & smell noticed by hunter at Black Mountain outside Whitehall,Class B,1999-11-01T12:00:00Z
15565,Report 15565: Possible vocalizaitons heard approx. two miles from Sabbath Day Point,Class B,2002-05-11T12:00:00Z
15566,Report 15566: Possible vocalizations heard near Sabbath Day Point,Class B,2006-03-31T12:00:00Z
16540,Report 16540: Possible stalking of hikers on Prospect Mt. near Lake George,Class B,2006-11-26T12:00:00Z
19836,Report 19836: Campers describe incidents over 3-4 hours with unseen animal near their camp outside Prattsburgh,Class B,2003-11-09T12:00:00Z
20363,"Report 20363: Campers describe a possible approach to a camp near Lake George, Adirondacks",Class B,2001-08-15T12:00:00Z
21488,Report 21488: Female hiker describes rocks being thrown at her and female companion near Sabbath Day Point,Class B,2007-08-18T12:00:00Z
22561,Report 22561: Man recalls childhood observation - large tracks with long stride in snow - near Mayfield,Class B,1966-01-15T12:00:00Z
23856,Report 23856: Campers hear and see possible bigfoot pass by tents on Nuclear Lake,Class B,2007-07-15T12:00:00Z
25661,Report 25661: Wood knocks heard and tracks found near Canton,Class B,2009-03-18T12:00:00Z
25913,Report 25913: Two men see a 7' tall biped in their headlights while driving near Caroga Lake,Class B,2004-06-16T12:00:00Z
26338,Report 26338: Possible vocalizations heard by campers In Lake Luzerne area,Class B,2009-07-26T12:00:00Z
27035,Report 27035: Man recounts childhood incident at his home on Oneida Lake,Class B,1972-10-28T12:00:00Z
28105,Report 28105: Two fishermen frightened after dark on Lake Kanawauke,Class B,2015-08-06T12:00:00Z
28244,Report 28244: Young girls remember seeing a hair-covered creature running under a streetlight near Belmont,Class B,1999-01-16T12:00:00Z
28570,Report 28570: Possible nighttime encounter outside a home north of Northville,Class B,2010-09-24T12:00:00Z
257,"Report 257: Mother describes possible observations by children near Tipp City, along Miami River",Class B,2000-09-01T12:00:00Z
982,Report 982: Tracks found in West Branch State Park,Class B,1999-08-15T12:00:00Z
1018,Report 1018: A man driving stops to watch a hair covered creature walk across a cornfield,Class B,1989-11-01T12:00:00Z
2332,Report 2332: Three men are awakened by a series of loud screams identical to those of the BFRO website,Class B,1999-08-01T12:00:00Z
3350,Report 3350: large footprints found.,Class B,1999-11-01T12:00:00Z
3352,Report 3352: Large footprint found in sandbar,Class B,1981-01-31T12:00:00Z
3533,"Report 3533: Hunter hears late night wood knocking near Nelsonville, by Wayne Nat'l Forest",Class B,1998-11-19T12:00:00Z
3535,"Report 3535: Two witnesses find animal carcasses in possible display arrangement, near Coshocton on the Woodbury Wildlife Refuge",Class B,2001-04-15T12:00:00Z
3589,"Report 3589: Two witnesses find tracks, and arranged animal remains, in Woodbury Gameland",Class B,1998-03-15T12:00:00Z
4201,Report 4201: Sighting by motorist along Route 6,Class B,1999-05-30T12:00:00Z
4299,"Report 4299: Two men training a hunting dog hear a loud, deep scream then briefly witness a large hairy thing cross a small clearing",Class B,2000-10-29T12:00:00Z
4310,Report 4310: Footprints discovered along a creek on a sand bar,Class B,1988-05-19T12:00:00Z
4458,Report 4458: Father and son hear screams identical to the one on the BFRO website.,Class B,1994-06-01T12:00:00Z
4555,Report 4555: Large footprints found by individual while he was repairing a fence.,Class B,2000-05-07T12:00:00Z
4950,Report 4950: Sighting by camper in Harrison County near Tappan Lake,Class B,1998-05-30T12:00:00Z
4957,Report 4957: Hunter has dusk sighting in Oberlin area,Class B,1987-10-15T12:00:00Z
4960,Report 4960: Sighting by motorists along Poe Rd,Class B,1978-09-30T12:00:00Z
